job_role,city,education,college_tier,industry,company_size,gender,years_experience,age,performance_rating,num_skills,base_salary,bonus,total_ctc
Business Analyst,Remote,BTech,Tier 2,Manufacturing,MNC,Male,2.2,27.0,3.24,6,1507641.0,307615.0,1815256.0
Financial Analyst,Chennai,BTech,Tier 2,E-Commerce,Mid-size,Male,4.8,26.0,2.88,4,1588170.0,285824.0,1873993.0
DevOps Engineer,Pune,MTech,Tier 2,FinTech,Mid-size,Male,13.0,35.0,3.13,5,3242895.0,334671.0,3577566.0
Marketing Manager,Ahmedabad,BTech,Tier 2,Manufacturing,Mid-size,Female,6.2,24.0,4.05,8,1426061.0,152191.0,1578252.0
Business Analyst,Chennai,,Tier 3,Product Based,Startup,Male,7.3,30.0,3.14,11,2232326.0,470695.0,2703021.0
Data Analyst,Mumbai,MTech,Tier 2,EdTech,Startup,Male,6.4,28.0,2.86,6,2030740.0,247466.0,2278206.0
Software Engineer,Mumbai,MTech,Tier 2,Consulting,MNC,Male,8.3,34.0,2.74,8,3409978.0,241698.0,3651677.0
DevOps Engineer,Jaipur,BTech,Tier 3,E-Commerce,Mid-size,Male,7.4,29.0,2.03,8,1856529.0,138016.0,1994545.0
Marketing Manager,Jaipur,BTech,Tier 3,FinTech,MNC,Female,3.7,27.0,3.68,5,1941659.0,143714.0,2085373.0
Product Manager,Hyderabad,MTech,Tier 1,IT Services,Mid-size,Female,0.0,23.0,4.36,7,2870536.0,211724.0,3082260.0
HR Manager,Delhi NCR,MBA,Tier 2,E-Commerce,MNC,Male,3.1,28.0,3.72,5,2726619.0,311544.0,3038162.0
Product Manager,Hyderabad,MBA,Tier 1,FinTech,MNC,Female,14.1,37.0,3.14,1,5850861.0,969575.0,6820436.0
Product Manager,Jaipur,BTech,Tier 2,FinTech,Startup,Female,7.0,31.0,3.94,7,2387288.0,484062.0,2871350.0
Financial Analyst,Chennai,BTech,Tier 1,IT Services,Mid-size,Male,6.4,30.0,2.56,5,1887445.0,162649.0,2050094.0
Product Manager,Ahmedabad,BTech,Tier 3,Product Based,Startup,Male,4.9,26.0,,3,2593923.0,408138.0,3002061.0
Frontend Developer,Kolkata,BTech,Tier 1,FinTech,Startup,Male,4.2,27.0,3.71,6,2167520.0,269273.0,2436793.0
Marketing Manager,Pune,MTech,Tier 3,EdTech,Startup,Male,8.7,32.0,3.51,3,1563090.0,181880.0,1744970.0
Business Analyst,Remote,BTech,Tier 3,Product Based,MNC,Male,9.5,33.0,3.45,3,2241810.0,338082.0,2579893.0
Frontend Developer,Ahmedabad,PhD,Tier 3,Manufacturing,MNC,Male,0.0,25.0,3.43,1,1172003.0,276543.0,1448546.0
Financial Analyst,Kolkata,BTech,Tier 3,EdTech,MNC,Female,7.3,32.0,4.16,11,1766956.0,90301.0,1857257.0
Backend Developer,Mumbai,BTech,Tier 3,FinTech,Mid-size,Male,6.6,28.0,3.31,6,2422709.0,294560.0,2717269.0
Chartered Accountant,Kolkata,BTech,Tier 3,Product Based,MNC,Male,11.5,38.0,,4,2886161.0,719602.0,3605763.0
Backend Developer,Remote,BTech,Tier 3,E-Commerce,MNC,Male,10.8,38.0,2.51,4,2479499.0,592101.0,3071600.0
Data Analyst,Remote,MTech,Tier 2,Consulting,Startup,Male,7.1,30.0,3.17,1,1744544.0,431279.0,2175823.0
DevOps Engineer,Jaipur,BTech,Tier 3,EdTech,MNC,Male,2.8,27.0,3.66,5,1765241.0,187663.0,1952903.0
Financial Analyst,Remote,,Tier 3,FinTech,Mid-size,Female,7.2,29.0,3.85,1,1505690.0,319302.0,1824992.0
Software Engineer,Mumbai,MBA,Tier 2,Product Based,Mid-size,Male,6.8,30.0,3.69,3,3246621.0,539449.0,3786071.0
Data Analyst,Pune,PhD,Tier 3,EdTech,Mid-size,Male,7.4,27.0,2.6,7,1634488.0,231537.0,1866026.0
Data Scientist,Ahmedabad,MTech,Tier 3,FinTech,MNC,Male,1.6,22.0,2.47,3,2217760.0,540378.0,2758137.0
Software Engineer,Ahmedabad,BTech,Tier 2,Consulting,Mid-size,Male,8.1,32.0,4.03,3,1750936.0,319190.0,2070126.0
AI Engineer,Jaipur,BTech,Tier 2,Manufacturing,MNC,Female,4.2,27.0,2.96,2,1809775.0,207968.0,2017743.0
AI Engineer,Delhi NCR,MTech,Tier 2,EdTech,MNC,Male,6.4,30.0,1.92,5,3036800.0,673443.0,3710243.0
Product Manager,Delhi NCR,,Tier 3,Manufacturing,Startup,Male,4.8,29.0,,3,2489468.0,535621.0,3025089.0
HR Manager,Pune,BTech,Tier 2,IT Services,Mid-size,Female,2.6,26.0,4.92,3,1688329.0,350482.0,2038811.0
AI Engineer,Ahmedabad,BTech,Tier 2,FinTech,Startup,Male,4.1,34.0,4.43,4,2523129.0,401158.0,2924288.0
Business Analyst,Chennai,BTech,Tier 2,IT Services,Mid-size,Male,0.0,23.0,3.2,2,1264395.0,182054.0,1446449.0
Frontend Developer,Hyderabad,MTech,Tier 2,Product Based,Mid-size,Female,0.9,25.0,,6,2408504.0,553712.0,2962216.0
Financial Analyst,Jaipur,BTech,Tier 3,Product Based,MNC,Male,3.7,26.0,2.62,6,2070119.0,230064.0,2300183.0
Financial Analyst,Hyderabad,BTech,Tier 3,IT Services,Mid-size,Male,5.3,32.0,3.94,5,1556710.0,165600.0,1722311.0
Data Scientist,Hyderabad,MBA,Tier 2,IT Services,MNC,Male,5.7,27.0,,7,3065709.0,544377.0,3610086.0
AI Engineer,Mumbai,BTech,Tier 2,Consulting,Startup,Female,3.6,24.0,3.96,2,2145797.0,520271.0,2666069.0
Product Manager,Jaipur,MTech,Tier 2,Product Based,Mid-size,Male,1.9,25.0,2.91,2,2510735.0,409730.0,2920465.0
Business Analyst,Mumbai,BTech,Tier 3,Consulting,Startup,Male,1.7,21.0,2.87,3,1360260.0,286782.0,1647042.0
Frontend Developer,Jaipur,BTech,Tier 3,FinTech,MNC,Male,9.1,30.0,4.69,7,2397626.0,495579.0,2893206.0
Frontend Developer,Delhi NCR,PhD,Tier 3,Manufacturing,Mid-size,Female,3.3,26.0,4.86,3,1874484.0,189044.0,2063528.0
Data Analyst,Delhi NCR,BTech,Tier 2,E-Commerce,Mid-size,Female,1.8,20.0,3.22,7,1617877.0,288167.0,1906044.0
Marketing Manager,Chennai,BTech,Tier 1,Product Based,Startup,Male,7.8,34.0,3.37,8,2811503.0,340262.0,3151765.0
AI Engineer,Ahmedabad,BTech,Tier 2,Consulting,Mid-size,Male,7.7,32.0,2.68,5,2165153.0,230613.0,2395765.0
Frontend Developer,Mumbai,BTech,Tier 3,IT Services,MNC,Male,7.2,34.0,3.65,4,2310829.0,253354.0,2564183.0
DevOps Engineer,Remote,BTech,Tier 2,FinTech,Startup,Male,0.0,17.0,3.66,3,1658923.0,376128.0,2035051.0
Data Analyst,Chennai,BTech,Tier 1,IT Services,Startup,Male,1.1,26.0,3.09,8,1591812.0,294016.0,1885828.0
HR Manager,Kolkata,BTech,Tier 2,Consulting,Mid-size,Male,4.4,28.0,2.78,4,1710507.0,230150.0,1940657.0
Data Analyst,Ahmedabad,,Tier 2,Manufacturing,Startup,Male,1.5,27.0,3.19,3,1192062.0,70212.0,1262274.0
Data Scientist,Hyderabad,BTech,Tier 2,Product Based,Mid-size,Male,5.8,31.0,,8,3041132.0,326998.0,3368130.0
Frontend Developer,Hyderabad,,Tier 2,Manufacturing,Startup,Female,7.7,28.0,1.68,6,1968970.0,473977.0,2442947.0
Chartered Accountant,Jaipur,,Tier 2,Product Based,Startup,Male,1.7,26.0,2.99,6,1873808.0,250052.0,2123860.0
AI Engineer,Chennai,MTech,Tier 2,Product Based,Mid-size,Male,9.1,35.0,4.62,4,3524941.0,701881.0,4226822.0
Backend Developer,Mumbai,MTech,Tier 2,FinTech,Startup,Male,3.9,27.0,4.91,1,2542498.0,407987.0,2950484.0
Data Analyst,Pune,BTech,Tier 1,Consulting,MNC,Male,4.3,26.0,3.25,3,2147116.0,376778.0,2523894.0
DevOps Engineer,Jaipur,BTech,Tier 2,E-Commerce,Mid-size,Male,1.7,25.0,3.43,5,1496385.0,106179.0,1602564.0
Financial Analyst,Chennai,MBA,Tier 1,IT Services,Mid-size,Male,6.8,26.0,3.41,7,2426806.0,350942.0,2777748.0
Product Manager,Ahmedabad,MTech,Tier 1,Product Based,Mid-size,Female,6.0,31.0,3.02,5,3656982.0,538537.0,4195519.0
AI Engineer,Delhi NCR,MBA,Tier 2,Consulting,Mid-size,Male,4.1,26.0,,1,3094464.0,488822.0,3583286.0
Business Analyst,Chennai,MBA,Tier 2,Consulting,MNC,Male,0.0,21.0,3.51,3,1588587.0,234180.0,1822767.0
Product Manager,Kolkata,BTech,Tier 3,EdTech,Mid-size,Female,3.9,27.0,3.55,3,1829755.0,127609.0,1957364.0
Data Analyst,Delhi NCR,MBA,Tier 3,Product Based,Startup,Male,1.8,23.0,4.35,2,1877400.0,419920.0,2297320.0
Business Analyst,Ahmedabad,MTech,Tier 3,IT Services,MNC,Male,2.2,29.0,2.36,3,1513005.0,341872.0,1854878.0
Business Analyst,Chennai,BTech,Tier 2,FinTech,Mid-size,Male,5.3,28.0,3.34,3,2097741.0,523842.0,2621583.0
Frontend Developer,Pune,PhD,Tier 3,EdTech,Startup,Male,6.1,32.0,3.58,5,1758669.0,315707.0,2074375.0
Data Analyst,Mumbai,BTech,Tier 3,Product Based,MNC,Male,7.3,27.0,,7,2874308.0,526861.0,3401168.0
Data Scientist,Delhi NCR,MTech,Tier 1,EdTech,Startup,Male,3.5,29.0,3.99,8,2621784.0,589101.0,3210885.0
Product Manager,Pune,BTech,Tier 3,E-Commerce,Startup,Male,1.9,25.0,2.26,7,2229343.0,180909.0,2410252.0
Financial Analyst,Jaipur,BTech,Tier 2,IT Services,MNC,Female,1.7,25.0,4.77,4,1254404.0,242041.0,1496445.0
Product Manager,Bangalore,BTech,Tier 3,EdTech,Startup,Female,4.2,27.0,,5,2211781.0,202479.0,2414259.0
Backend Developer,Chennai,BTech,Tier 2,Consulting,MNC,Female,1.4,22.0,2.5,5,1949384.0,462483.0,2411866.0
Business Analyst,Remote,BTech,Tier 2,IT Services,Mid-size,Male,7.5,31.0,4.19,6,1714783.0,408904.0,2123688.0
Backend Developer,Ahmedabad,BTech,Tier 2,Product Based,Mid-size,Male,7.9,29.0,3.11,2,1907407.0,297683.0,2205090.0
Frontend Developer,Delhi NCR,BTech,Tier 3,FinTech,Mid-size,Male,8.6,35.0,3.15,6,2644163.0,323220.0,2967382.0
Product Manager,Bangalore,MBA,Tier 1,FinTech,MNC,Male,7.4,33.0,4.19,3,6415470.0,1149029.0,7564499.0
Product Manager,Delhi NCR,BTech,Tier 1,EdTech,MNC,Male,3.8,24.0,,1,3338495.0,782095.0,10889470.679803642
Marketing Manager,Jaipur,BTech,Tier 2,Consulting,MNC,Female,1.7,25.0,4.89,4,1534318.0,184872.0,1719190.0
HR Manager,Pune,BTech,Tier 2,EdTech,Mid-size,Male,3.1,30.0,3.19,4,1323059.0,301254.0,1624313.0
Frontend Developer,Pune,BTech,Tier 1,Product Based,MNC,Male,2.7,22.0,3.85,9,3459767.0,311857.0,3771623.0
Marketing Manager,Pune,BTech,Tier 1,FinTech,MNC,Male,8.7,28.0,,4,3377870.0,268133.0,3646003.0
Marketing Manager,Ahmedabad,BTech,Tier 2,EdTech,Startup,Male,0.0,21.0,3.44,2,952897.0,82830.0,1035727.0
Product Manager,Chennai,BTech,Tier 1,Consulting,Startup,Male,3.9,25.0,3.02,2,2942515.0,598049.0,3540564.0
Product Manager,Mumbai,BTech,Tier 3,E-Commerce,Mid-size,Male,7.5,29.0,1.98,5,3231555.0,354720.0,3586274.0
Data Analyst,Mumbai,BTech,Tier 3,EdTech,MNC,Male,1.9,25.0,2.78,5,1978902.0,166083.0,2144985.0
DevOps Engineer,Mumbai,BTech,Tier 2,Consulting,Startup,Female,0.0,25.0,2.76,1,1479717.0,225045.0,1704763.0
Data Analyst,Hyderabad,MBA,Tier 2,Manufacturing,MNC,Male,6.3,30.0,2.89,4,2158492.0,341170.0,2499662.0
DevOps Engineer,Remote,BTech,Tier 1,Manufacturing,Startup,Male,4.9,27.0,,4,2016432.0,493720.0,2510152.0
Software Engineer,Kolkata,MTech,Tier 1,EdTech,Mid-size,Female,0.0,27.0,4.22,4,1515891.0,246534.0,1762426.0
Business Analyst,Ahmedabad,BTech,Tier 3,Product Based,Startup,Male,4.7,25.0,4.47,5,1432429.0,120778.0,1553207.0
Software Engineer,Mumbai,BTech,Tier 1,IT Services,MNC,Male,9.4,33.0,2.84,6,3185716.0,603606.0,3789322.0
Backend Developer,Kolkata,BTech,Tier 3,IT Services,Startup,Female,4.5,28.0,3.99,2,1295706.0,311299.0,1607005.0
HR Manager,Bangalore,BTech,Tier 1,Manufacturing,MNC,Male,0.0,23.0,2.02,7,1818948.0,304519.0,2123467.0
Data Analyst,Hyderabad,MTech,Tier 2,FinTech,MNC,Female,0.6,26.0,3.12,2,1812775.0,95158.0,1907933.0
Chartered Accountant,Pune,BTech,Tier 3,FinTech,Startup,Male,1.7,24.0,2.7,7,1877358.0,215903.0,2093261.0
DevOps Engineer,Delhi NCR,BTech,Tier 3,IT Services,MNC,Male,6.4,26.0,4.01,5,2338225.0,174824.0,2513048.0
Software Engineer,Kolkata,BTech,Tier 2,EdTech,MNC,Female,1.5,25.0,3.29,6,1498276.0,223114.0,1721391.0
Business Analyst,Ahmedabad,BTech,Tier 3,IT Services,Startup,Male,1.9,25.0,2.63,4,994601.0,179907.0,1174508.0
Backend Developer,Kolkata,PhD,Tier 2,E-Commerce,MNC,Male,10.8,36.0,,7,3543702.0,252169.0,3795871.0
Marketing Manager,Jaipur,MTech,Tier 3,Manufacturing,Startup,Female,9.8,30.0,1.85,1,1022192.0,89983.0,1112176.0
Data Analyst,Pune,BTech,Tier 1,EdTech,Mid-size,Male,8.9,31.0,4.87,1,2090483.0,397764.0,2488247.0
HR Manager,Jaipur,BTech,Tier 3,FinTech,Mid-size,Female,5.3,27.0,3.58,4,1347958.0,259292.0,1607250.0
Product Manager,Hyderabad,,Tier 2,Manufacturing,Startup,Female,4.4,27.0,3.78,6,2495974.0,567578.0,3063552.0
Data Scientist,Jaipur,,Tier 3,Manufacturing,Startup,Male,0.0,25.0,3.42,5,911905.0,194229.0,1106133.0
Frontend Developer,Ahmedabad,MTech,Tier 2,Consulting,Mid-size,Male,0.0,25.0,2.14,5,1038513.0,88864.0,1127377.0
Chartered Accountant,Delhi NCR,,Tier 1,E-Commerce,Startup,Female,12.5,34.0,3.11,3,2902418.0,148416.0,3050834.0
Chartered Accountant,Pune,BTech,Tier 3,E-Commerce,MNC,Female,8.1,34.0,,5,2637159.0,618010.0,3255170.0
Chartered Accountant,Ahmedabad,MBA,Tier 3,Product Based,Mid-size,Male,10.5,33.0,3.18,5,2600854.0,419914.0,3020767.0
Chartered Accountant,Delhi NCR,MBA,Tier 2,Consulting,Startup,Male,4.1,28.0,3.89,8,2987264.0,297000.0,3284264.0
Chartered Accountant,Kolkata,MTech,Tier 3,Manufacturing,Startup,Female,1.9,23.0,2.64,4,923829.0,84075.0,1007904.0
Data Scientist,Mumbai,BTech,Tier 1,E-Commerce,MNC,Female,5.5,31.0,3.81,5,3569108.0,646928.0,4216036.0
Business Analyst,Remote,BTech,Tier 2,Manufacturing,Mid-size,Male,1.2,19.0,3.09,8,1462553.0,294043.0,1756595.0
Data Analyst,Mumbai,MBA,Tier 3,E-Commerce,Startup,Male,9.5,28.0,3.19,3,2442865.0,123283.0,2566148.0
HR Manager,Remote,BTech,Tier 3,FinTech,Startup,Male,4.1,26.0,2.84,6,1616752.0,165255.0,1782008.0
Backend Developer,Mumbai,BTech,Tier 2,Product Based,Startup,Male,2.3,24.0,2.58,4,2078970.0,285315.0,2364285.0
Data Scientist,Chennai,BTech,Tier 2,FinTech,MNC,Male,6.6,31.0,2.8,6,3149871.0,291578.0,3441449.0
Chartered Accountant,Pune,BTech,Tier 2,FinTech,Mid-size,Female,7.2,31.0,5.0,4,2534081.0,606987.0,3141068.0
Data Scientist,Bangalore,,Tier 2,EdTech,MNC,Male,5.5,27.0,3.11,5,3236367.0,659149.0,3895516.0
HR Manager,Remote,MBA,Tier 2,Product Based,Mid-size,Male,1.0,25.0,3.28,6,1770619.0,252354.0,2022972.0
Software Engineer,Remote,MBA,Tier 1,Consulting,Startup,Female,3.8,27.0,2.85,8,2426050.0,310712.0,2736762.0
Backend Developer,Jaipur,MTech,Tier 3,Product Based,Mid-size,Male,2.3,22.0,3.83,2,1653335.0,169624.0,1822959.0
Data Analyst,Delhi NCR,,Tier 2,Product Based,MNC,Female,3.9,26.0,3.25,4,2818052.0,168281.0,2986333.0
Frontend Developer,Ahmedabad,BTech,Tier 3,Manufacturing,Mid-size,Male,3.0,28.0,2.53,4,1116303.0,92357.0,1208660.0
Data Analyst,Mumbai,BTech,Tier 2,E-Commerce,Mid-size,Male,6.1,29.0,2.82,5,1943840.0,375050.0,2318891.0
Data Scientist,Mumbai,BTech,Tier 3,Product Based,Startup,Female,7.0,31.0,4.14,5,2712458.0,293011.0,3005468.0
Financial Analyst,Remote,BTech,Tier 1,IT Services,MNC,Male,8.7,33.0,3.23,5,2376280.0,381160.0,2757440.0
Data Scientist,Hyderabad,BTech,Tier 1,Product Based,Mid-size,Female,5.0,30.0,3.76,7,3305525.0,168302.0,3473827.0
Data Analyst,Bangalore,MTech,Tier 2,E-Commerce,Startup,Male,10.1,36.0,4.22,7,2826873.0,176785.0,3003657.0
Backend Developer,Mumbai,BTech,Tier 2,EdTech,Startup,Male,1.1,22.0,2.34,9,1739227.0,361183.0,2100410.0
AI Engineer,Delhi NCR,,Tier 3,Manufacturing,MNC,Female,1.0,24.0,2.6,5,2139822.0,166907.0,2306729.0
Product Manager,Chennai,BTech,Tier 1,Product Based,Mid-size,Female,3.1,25.0,3.03,3,3430179.0,633930.0,4064109.0
Product Manager,Jaipur,MBA,Tier 1,FinTech,MNC,Female,7.7,33.0,3.27,5,4306592.0,1075725.0,5382317.0
Financial Analyst,Hyderabad,BTech,Tier 2,Consulting,MNC,Male,0.0,22.0,2.11,3,1198207.0,168669.0,1366877.0
Marketing Manager,Mumbai,BTech,Tier 3,EdTech,Startup,Female,6.7,27.0,4.18,4,1446090.0,348567.0,1794657.0
DevOps Engineer,Ahmedabad,,Tier 1,IT Services,Mid-size,Male,3.1,27.0,3.76,4,2071864.0,467112.0,2538976.0
Financial Analyst,Bangalore,BTech,Tier 3,Product Based,MNC,Male,4.5,29.0,2.05,5,2966226.0,712694.0,3678921.0
Product Manager,Delhi NCR,BTech,Tier 3,Manufacturing,MNC,Male,0.0,21.0,3.8,9,2559198.0,607804.0,3167001.0
Financial Analyst,Jaipur,BTech,Tier 1,EdTech,MNC,Female,4.9,29.0,3.34,4,1894367.0,459261.0,2353628.0
Data Scientist,Ahmedabad,BTech,Tier 2,FinTech,MNC,Male,8.0,34.0,3.25,6,2674952.0,207045.0,2881997.0
Data Scientist,Kolkata,BTech,Tier 2,E-Commerce,MNC,Male,4.6,29.0,3.91,5,2460813.0,379166.0,2839979.0
Software Engineer,Mumbai,MTech,Tier 3,Manufacturing,MNC,Male,8.8,32.0,4.09,4,2661818.0,564142.0,3225960.0
Product Manager,Bangalore,MTech,Tier 3,E-Commerce,MNC,Male,4.6,27.0,2.29,4,4096251.0,412834.0,11916145.236541951
Frontend Developer,Jaipur,BTech,Tier 3,Consulting,Mid-size,Male,5.5,31.0,,3,1178985.0,228501.0,1407486.0
Marketing Manager,Chennai,BTech,Tier 1,IT Services,Mid-size,Male,8.6,31.0,3.46,4,1872435.0,304897.0,2177332.0
Backend Developer,Bangalore,MTech,Tier 1,IT Services,MNC,Male,3.4,25.0,2.96,6,3254447.0,386335.0,3640782.0
Data Analyst,Jaipur,BTech,Tier 3,EdTech,Startup,Male,0.0,23.0,2.6,8,735811.0,158589.0,894399.0
Software Engineer,Kolkata,BTech,Tier 2,Consulting,MNC,Male,6.6,32.0,2.69,8,2094296.0,202553.0,2296849.0
Frontend Developer,Chennai,BTech,Tier 2,E-Commerce,Startup,Female,5.5,31.0,3.03,4,1863049.0,215176.0,2078225.0
Financial Analyst,Jaipur,BTech,Tier 2,EdTech,Startup,Female,4.6,25.0,2.86,4,1174608.0,136811.0,1311418.0
Data Scientist,Pune,MTech,Tier 3,Manufacturing,Mid-size,Male,11.4,35.0,2.99,7,2062602.0,179559.0,2242160.0
Data Analyst,Mumbai,MBA,Tier 2,Product Based,Mid-size,Male,3.5,25.0,3.31,5,2480593.0,458927.0,2939520.0
Business Analyst,Bangalore,MTech,Tier 3,Product Based,MNC,Female,8.5,32.0,4.24,6,3327197.0,472716.0,3799913.0
Financial Analyst,Chennai,,Tier 2,Product Based,Mid-size,Female,0.0,22.0,4.12,7,1961329.0,169411.0,2130741.0
Frontend Developer,Delhi NCR,BTech,Tier 1,Product Based,MNC,Male,2.6,24.0,2.32,6,3270740.0,251618.0,3522358.0
Data Analyst,Chennai,BTech,Tier 3,Consulting,MNC,Male,7.8,29.0,4.71,8,2156150.0,378280.0,2534430.0
DevOps Engineer,Bangalore,BTech,Tier 3,Manufacturing,MNC,Female,6.8,31.0,2.76,4,2261343.0,380588.0,2641931.0
DevOps Engineer,Hyderabad,BTech,Tier 2,Product Based,MNC,Male,15.6,39.0,4.08,7,4286971.0,360106.0,4647077.0
Backend Developer,Mumbai,BTech,Tier 2,Manufacturing,Startup,Male,9.2,34.0,3.63,7,1904803.0,255214.0,2160017.0
DevOps Engineer,Kolkata,,Tier 3,FinTech,MNC,Male,0.0,24.0,3.37,4,1820246.0,180922.0,2001168.0
Backend Developer,Chennai,BTech,Tier 3,Manufacturing,MNC,Female,5.9,29.0,3.46,3,1528274.0,269221.0,1797495.0
Software Engineer,Mumbai,BTech,Tier 1,Product Based,MNC,Male,4.0,24.0,3.34,3,3667001.0,836985.0,4503987.0
HR Manager,Hyderabad,BTech,Tier 2,IT Services,MNC,Male,6.3,30.0,4.18,5,2511489.0,149319.0,2660808.0
AI Engineer,Remote,BTech,Tier 3,Consulting,MNC,Female,3.0,24.0,5.0,5,2600054.0,626942.0,3226996.0
Marketing Manager,Chennai,MTech,Tier 3,Product Based,MNC,Male,2.0,26.0,3.78,10,2932137.0,181634.0,3113771.0
HR Manager,Remote,MBA,Tier 2,FinTech,Mid-size,Female,5.1,27.0,3.68,6,2299972.0,260672.0,2560645.0
Business Analyst,Delhi NCR,BTech,Tier 2,EdTech,MNC,Male,9.5,32.0,3.82,5,2183077.0,324157.0,2507234.0
Frontend Developer,Delhi NCR,BTech,Tier 2,IT Services,Mid-size,Female,1.3,24.0,2.82,2,1221144.0,121920.0,1343064.0
Product Manager,Delhi NCR,BTech,Tier 2,EdTech,Mid-size,Male,9.8,35.0,2.04,9,2884103.0,441519.0,3325622.0
Data Scientist,Ahmedabad,BTech,Tier 3,Product Based,MNC,Male,0.4,25.0,2.58,3,1731352.0,264144.0,1995496.0
DevOps Engineer,Delhi NCR,,Tier 3,Manufacturing,Startup,Male,6.1,32.0,1.8,3,1527939.0,207957.0,1735895.0
Business Analyst,Chennai,BTech,Tier 3,Manufacturing,MNC,Female,0.0,19.0,4.71,5,1347140.0,115811.0,1462951.0
Financial Analyst,Ahmedabad,BTech,Tier 2,IT Services,Mid-size,Male,5.6,28.0,3.51,4,1629348.0,276816.0,1906164.0
Frontend Developer,Kolkata,BTech,Tier 2,Manufacturing,Mid-size,Female,8.8,34.0,4.26,3,1418349.0,107442.0,1525791.0
Product Manager,Delhi NCR,PhD,Tier 2,EdTech,Startup,Female,3.1,30.0,2.84,2,2806523.0,209012.0,3015535.0
Data Analyst,Delhi NCR,MBA,Tier 1,Manufacturing,Mid-size,Male,6.7,29.0,3.46,4,2449681.0,531785.0,2981466.0
Backend Developer,Jaipur,MTech,Tier 2,Manufacturing,Startup,Male,5.4,28.0,3.6,1,1198589.0,207349.0,1405939.0
Marketing Manager,Jaipur,PhD,Tier 3,IT Services,Mid-size,Male,8.6,28.0,2.59,8,2031627.0,415696.0,2447323.0
Data Scientist,Delhi NCR,BTech,Tier 2,FinTech,Mid-size,Male,9.7,36.0,3.93,3,2877461.0,260601.0,3138062.0
Chartered Accountant,Chennai,MBA,Tier 3,Consulting,Mid-size,Male,4.1,26.0,4.19,7,2285631.0,429833.0,2715465.0
DevOps Engineer,Ahmedabad,PhD,Tier 2,Manufacturing,MNC,Male,1.9,23.0,2.53,10,2534360.0,132221.0,2666581.0
Product Manager,Pune,MBA,Tier 3,EdTech,Mid-size,Female,3.5,30.0,2.42,6,2415120.0,555531.0,2970652.0
Data Scientist,Ahmedabad,BTech,Tier 2,FinTech,Mid-size,Female,4.2,26.0,3.56,7,1958079.0,161842.0,2119921.0
Backend Developer,Pune,BTech,Tier 1,E-Commerce,Startup,Female,2.9,22.0,4.99,3,2274320.0,114955.0,2389276.0
Marketing Manager,Hyderabad,MTech,Tier 3,Product Based,MNC,Male,7.1,32.0,1.46,6,2958456.0,210784.0,3169240.0
Business Analyst,Delhi NCR,BTech,Tier 1,Product Based,MNC,Male,2.6,27.0,3.14,2,2780213.0,231390.0,3011603.0
Marketing Manager,Remote,BTech,Tier 3,Manufacturing,MNC,Male,0.0,24.0,2.79,4,1069416.0,262986.0,1332402.0
Backend Developer,Delhi NCR,BTech,Tier 2,IT Services,MNC,Male,9.6,28.0,3.7,5,2554922.0,166429.0,2721351.0
Chartered Accountant,Jaipur,BTech,Tier 3,Product Based,MNC,Male,6.4,27.0,3.34,6,2373112.0,591168.0,2964280.0
HR Manager,Kolkata,BTech,Tier 3,EdTech,Mid-size,Male,1.8,26.0,3.05,3,1221965.0,191948.0,1413913.0
DevOps Engineer,Pune,MTech,Tier 2,E-Commerce,Startup,Male,7.5,34.0,3.02,6,2701290.0,216962.0,2918252.0
Data Analyst,Pune,BTech,Tier 2,EdTech,Startup,Female,1.3,24.0,3.71,6,1259484.0,227289.0,1486773.0
Data Analyst,Remote,MBA,Tier 2,FinTech,Mid-size,Male,2.2,26.0,4.23,2,1902775.0,159625.0,2062400.0
Software Engineer,Remote,BTech,Tier 2,E-Commerce,Mid-size,Female,7.1,32.0,2.74,6,2067566.0,311876.0,2379442.0
Chartered Accountant,Kolkata,BTech,Tier 2,FinTech,Startup,Male,13.5,37.0,,7,2510863.0,568526.0,3079389.0
Software Engineer,Bangalore,,Tier 3,Manufacturing,Startup,Female,4.9,29.0,3.29,2,1998031.0,497717.0,2495748.0
Data Analyst,Delhi NCR,,Tier 3,IT Services,Mid-size,Male,3.0,25.0,2.83,4,1882784.0,158483.0,2041267.0
Data Scientist,Kolkata,BTech,Tier 3,FinTech,MNC,Female,14.9,40.0,2.47,6,2407099.0,318926.0,2726025.0
Business Analyst,Delhi NCR,BTech,Tier 3,Manufacturing,Startup,Female,0.0,21.0,3.25,11,1232791.0,130971.0,1363762.0
AI Engineer,Chennai,BTech,Tier 2,IT Services,Mid-size,Female,3.2,29.0,2.64,5,2192312.0,315620.0,2507931.0
HR Manager,Chennai,MBA,Tier 3,E-Commerce,Startup,Male,2.8,26.0,3.86,6,2016721.0,298994.0,2315715.0
Frontend Developer,Chennai,BTech,Tier 2,Manufacturing,Mid-size,Male,0.0,22.0,3.07,7,931334.0,113435.0,1044768.0
DevOps Engineer,Delhi NCR,BTech,Tier 3,E-Commerce,MNC,Female,1.1,27.0,2.89,5,2278423.0,287685.0,2566109.0
Data Scientist,Pune,BTech,Tier 3,Consulting,Mid-size,Female,7.7,30.0,2.63,4,1972318.0,315658.0,2287976.0
HR Manager,Hyderabad,MTech,Tier 2,EdTech,Mid-size,Female,0.8,20.0,3.58,9,1625205.0,136957.0,1762162.0
